bvid,comment_text,timestamp,user_id,Sentiment_Score,Normalized_Score,Minute
BV1f4ScB4Efz,食盐其实是很重要的战略物资，我们普通人感受不到还是因为所有相关的工业、产业链条程序过于强悍和完整，不知道你们还记不记得，去年鱿鱼封锁加沙除了不让援助食物进去外就是禁止各种调料尤其是食盐,1764471913,74096925,0.9871714283019581,0.9743428566039163,29407865
BV1f4ScB4Efz,此盐场面积相当于0.0016个通辽,1764504109,3493143118874894,0.4877987430309171,-0.024402513938165837,29408401
BV1f4ScB4Efz,海信在rgbminiled技术这方面看起来确实是领先了，不然不至于到现在大半年了，能拿出量产机的还是没几个,1764645039,14226409,0.6429847558523882,0.28596951170477647,29410750
BV1f4ScB4Efz,年初想买rgb电视但是预算不够，到年底新机出了一看预算又准备多了[喜极而泣][喜极而泣],1764473086,1028434204,0.4180205235374558,-0.16395895292508844,29407884
BV1f4ScB4Efz,大法说明年要出rgb电视，价格懂的都懂我就不说了，众所周知明年12月也是明年,1764472056,8956133,0.97832310107371,0.95664620214742,29407867
BV1f4ScB4Efz,前两天好像看到过这电视的评测，说是效果看着和oled基本没差了,1764581924,1572137241,0.7772908693162622,0.5545817386325245,29409698
BV1f4ScB4Efz,为啥海信能第一个量产rgbminiled电视啊？,1764651965,3546912540067869,0.018144981083787703,-0.9637100378324246,29410866
BV1f4ScB4Efz,你怎么知道我家在用海信的rgbminiled[doge_金箍][doge_金箍],1764471919,510661115,0.47154637033561264,-0.05690725932877472,29407865
BV1f4ScB4Efz,天天上班写湖盐的文案写吐了，没想到下班了也让我刷到个盐的热点,1764596767,629224286,0.6598391624645064,0.3196783249290127,29409946
BV1f4ScB4Efz,站在盐上面把盐弄脏了那位，这玩意儿本身就灭菌啊,1764471749,93791229,0.008837933429571954,-0.9823241331408561,29407862
BV1f4ScB4Efz,之前有个阿姨来我店里买盐，她看了一眼配料表，然后她选择不买，说里面有纳[笑哭],1764471674,3546625679034671,0.23001833641033542,-0.5399633271793292,29407861
BV1f4ScB4Efz,"感谢Tim带我们用镜头领略了盐田真实的色彩，让它们得以在海信 E8S Pro上呈现。盐田的七彩是大自然用盐度、微生物和矿物质谱写的色彩史诗，它无需滤镜，本身就是一场色彩的直出，这种色彩的“直出”逻辑，与海信RGB-MiniLED的色彩科学不谋而合。盐田用千年演化出的色彩规则，教会我们何为真实的色彩，海信RGB-Mini LED则以三原色自发光芯片的色彩直出开创极限色准和大色域空间，忠实记录自然光影，不管是用于后期调色，还是杜比视界的影游体验，它的每一帧光色都值得信任。[星星眼]

（温馨提示：本条视频搭配海信E8S Pro观看更香哦）",1764471955,1265754039,0.999999999118006,0.9999999982360119,29407865
BV1f4ScB4Efz,哥们是真要上天啊‼️[哦呼][哦呼][哦呼],1764556599,14601486,0.6924557355937095,0.3849114711874191,29409276
BV1f4ScB4Efz,@海信 把电视给我,1764471743,18495864,0.7562530117683259,0.5125060235366519,29407862
BV1f4ScB4Efz,"“我吃的盐比你走过的路还多。”
具像化啊！",1764471757,100612942,0.87135596833921,0.7427119366784201,29407862
BV1f4ScB4Efz,这电视画面确实颜色是好，那个盐田五光十色的,1764644109,1906843088,0.6821301629382112,0.3642603258764223,29410735
BV1f4ScB4Efz,海信的电视确实挺好用的，我家之前买过两台，好多年了吧，还坚挺着,1764471936,6257598,0.8654603436519658,0.7309206873039316,29407865
BV1f4ScB4Efz,这个rgbminiled是不是新技术啊,1764657252,677787634,0.3955967208842005,-0.208806558231599,29410954
BV1f4ScB4Efz,海信也是出息了，能和影视飓风合作了[汤圆],1764472333,13790124,0.0030460424953629994,-0.993907915009274,29407872
BV1f4ScB4Efz,这个rgbminiled应该是目前最有前景的显示技术了，相对的oled成本高良品率低，qd技术效果又不理想,1764593453,607636830,0.023374300105890033,-0.9532513997882199,29409890
BV1f4ScB4Efz,食盐其实是很重要的战略物资，我们普通人感受不到还是因为所有相关的工业、产业链条程序过于强悍和完整，不知道你们还记不记得，去年鱿鱼封锁加沙除了不让援助食物进去外就是禁止各种调料尤其是食盐,1764471913,74096925,0.9871714283019581,0.9743428566039163,29407865
BV1f4ScB4Efz,此盐场面积相当于0.0016个通辽,1764504109,3493143118874894,0.4877987430309171,-0.024402513938165837,29408401
BV1f4ScB4Efz,海信在rgbminiled技术这方面看起来确实是领先了，不然不至于到现在大半年了，能拿出量产机的还是没几个,1764645039,14226409,0.6429847558523882,0.28596951170477647,29410750
BV1f4ScB4Efz,年初想买rgb电视但是预算不够，到年底新机出了一看预算又准备多了[喜极而泣][喜极而泣],1764473086,1028434204,0.4180205235374558,-0.16395895292508844,29407884
BV1f4ScB4Efz,大法说明年要出rgb电视，价格懂的都懂我就不说了，众所周知明年12月也是明年,1764472056,8956133,0.97832310107371,0.95664620214742,29407867
BV1f4ScB4Efz,前两天好像看到过这电视的评测，说是效果看着和oled基本没差了,1764581924,1572137241,0.7772908693162622,0.5545817386325245,29409698
BV1f4ScB4Efz,为啥海信能第一个量产rgbminiled电视啊？,1764651965,3546912540067869,0.018144981083787703,-0.9637100378324246,29410866
BV1f4ScB4Efz,你怎么知道我家在用海信的rgbminiled[doge_金箍][doge_金箍],1764471919,510661115,0.47154637033561264,-0.05690725932877472,29407865
BV1f4ScB4Efz,天天上班写湖盐的文案写吐了，没想到下班了也让我刷到个盐的热点,1764596767,629224286,0.6598391624645064,0.3196783249290127,29409946
BV1f4ScB4Efz,站在盐上面把盐弄脏了那位，这玩意儿本身就灭菌啊,1764471749,93791229,0.008837933429571954,-0.9823241331408561,29407862
BV1f4ScB4Efz,之前有个阿姨来我店里买盐，她看了一眼配料表，然后她选择不买，说里面有纳[笑哭],1764471674,3546625679034671,0.23001833641033542,-0.5399633271793292,29407861
BV1f4ScB4Efz,"感谢Tim带我们用镜头领略了盐田真实的色彩，让它们得以在海信 E8S Pro上呈现。盐田的七彩是大自然用盐度、微生物和矿物质谱写的色彩史诗，它无需滤镜，本身就是一场色彩的直出，这种色彩的“直出”逻辑，与海信RGB-MiniLED的色彩科学不谋而合。盐田用千年演化出的色彩规则，教会我们何为真实的色彩，海信RGB-Mini LED则以三原色自发光芯片的色彩直出开创极限色准和大色域空间，忠实记录自然光影，不管是用于后期调色，还是杜比视界的影游体验，它的每一帧光色都值得信任。[星星眼]

（温馨提示：本条视频搭配海信E8S Pro观看更香哦）",1764471955,1265754039,0.999999999118006,0.9999999982360119,29407865
BV1f4ScB4Efz,哥们是真要上天啊‼️[哦呼][哦呼][哦呼],1764556599,14601486,0.6924557355937095,0.3849114711874191,29409276
BV1f4ScB4Efz,@海信 把电视给我,1764471743,18495864,0.7562530117683259,0.5125060235366519,29407862
BV1f4ScB4Efz,"“我吃的盐比你走过的路还多。”
具像化啊！",1764471757,100612942,0.87135596833921,0.7427119366784201,29407862
BV1f4ScB4Efz,这电视画面确实颜色是好，那个盐田五光十色的,1764644109,1906843088,0.6821301629382112,0.3642603258764223,29410735
BV1f4ScB4Efz,海信的电视确实挺好用的，我家之前买过两台，好多年了吧，还坚挺着,1764471936,6257598,0.8654603436519658,0.7309206873039316,29407865
BV1f4ScB4Efz,这个rgbminiled是不是新技术啊,1764657252,677787634,0.3955967208842005,-0.208806558231599,29410954
BV1f4ScB4Efz,海信也是出息了，能和影视飓风合作了[汤圆],1764472333,13790124,0.0030460424953629994,-0.993907915009274,29407872
BV1f4ScB4Efz,这个rgbminiled应该是目前最有前景的显示技术了，相对的oled成本高良品率低，qd技术效果又不理想,1764593453,607636830,0.023374300105890033,-0.9532513997882199,29409890
BV1f4ScB4Efz,食盐其实是很重要的战略物资，我们普通人感受不到还是因为所有相关的工业、产业链条程序过于强悍和完整，不知道你们还记不记得，去年鱿鱼封锁加沙除了不让援助食物进去外就是禁止各种调料尤其是食盐,1764471913,74096925,0.9871714283019581,0.9743428566039163,29407865
BV1f4ScB4Efz,此盐场面积相当于0.0016个通辽,1764504109,3493143118874894,0.4877987430309171,-0.024402513938165837,29408401
BV1f4ScB4Efz,海信在rgbminiled技术这方面看起来确实是领先了，不然不至于到现在大半年了，能拿出量产机的还是没几个,1764645039,14226409,0.6429847558523882,0.28596951170477647,29410750
BV1f4ScB4Efz,年初想买rgb电视但是预算不够，到年底新机出了一看预算又准备多了[喜极而泣][喜极而泣],1764473086,1028434204,0.4180205235374558,-0.16395895292508844,29407884
BV1f4ScB4Efz,大法说明年要出rgb电视，价格懂的都懂我就不说了，众所周知明年12月也是明年,1764472056,8956133,0.97832310107371,0.95664620214742,29407867
BV1f4ScB4Efz,前两天好像看到过这电视的评测，说是效果看着和oled基本没差了,1764581924,1572137241,0.7772908693162622,0.5545817386325245,29409698
BV1f4ScB4Efz,为啥海信能第一个量产rgbminiled电视啊？,1764651965,3546912540067869,0.018144981083787703,-0.9637100378324246,29410866
BV1f4ScB4Efz,你怎么知道我家在用海信的rgbminiled[doge_金箍][doge_金箍],1764471919,510661115,0.47154637033561264,-0.05690725932877472,29407865
BV1f4ScB4Efz,天天上班写湖盐的文案写吐了，没想到下班了也让我刷到个盐的热点,1764596767,629224286,0.6598391624645064,0.3196783249290127,29409946
BV1f4ScB4Efz,站在盐上面把盐弄脏了那位，这玩意儿本身就灭菌啊,1764471749,93791229,0.008837933429571954,-0.9823241331408561,29407862
BV1f4ScB4Efz,之前有个阿姨来我店里买盐，她看了一眼配料表，然后她选择不买，说里面有纳[笑哭],1764471674,3546625679034671,0.23001833641033542,-0.5399633271793292,29407861
BV1f4ScB4Efz,"感谢Tim带我们用镜头领略了盐田真实的色彩，让它们得以在海信 E8S Pro上呈现。盐田的七彩是大自然用盐度、微生物和矿物质谱写的色彩史诗，它无需滤镜，本身就是一场色彩的直出，这种色彩的“直出”逻辑，与海信RGB-MiniLED的色彩科学不谋而合。盐田用千年演化出的色彩规则，教会我们何为真实的色彩，海信RGB-Mini LED则以三原色自发光芯片的色彩直出开创极限色准和大色域空间，忠实记录自然光影，不管是用于后期调色，还是杜比视界的影游体验，它的每一帧光色都值得信任。[星星眼]

（温馨提示：本条视频搭配海信E8S Pro观看更香哦）",1764471955,1265754039,0.999999999118006,0.9999999982360119,29407865
BV1f4ScB4Efz,哥们是真要上天啊‼️[哦呼][哦呼][哦呼],1764556599,14601486,0.6924557355937095,0.3849114711874191,29409276
BV1f4ScB4Efz,@海信 把电视给我,1764471743,18495864,0.7562530117683259,0.5125060235366519,29407862
BV1f4ScB4Efz,"“我吃的盐比你走过的路还多。”
具像化啊！",1764471757,100612942,0.87135596833921,0.7427119366784201,29407862
BV1f4ScB4Efz,这电视画面确实颜色是好，那个盐田五光十色的,1764644109,1906843088,0.6821301629382112,0.3642603258764223,29410735
BV1f4ScB4Efz,海信的电视确实挺好用的，我家之前买过两台，好多年了吧，还坚挺着,1764471936,6257598,0.8654603436519658,0.7309206873039316,29407865
BV1f4ScB4Efz,这个rgbminiled是不是新技术啊,1764657252,677787634,0.3955967208842005,-0.208806558231599,29410954
BV1f4ScB4Efz,海信也是出息了，能和影视飓风合作了[汤圆],1764472333,13790124,0.0030460424953629994,-0.993907915009274,29407872
BV1f4ScB4Efz,这个rgbminiled应该是目前最有前景的显示技术了，相对的oled成本高良品率低，qd技术效果又不理想,1764593453,607636830,0.023374300105890033,-0.9532513997882199,29409890
BV1f4ScB4Efz,食盐其实是很重要的战略物资，我们普通人感受不到还是因为所有相关的工业、产业链条程序过于强悍和完整，不知道你们还记不记得，去年鱿鱼封锁加沙除了不让援助食物进去外就是禁止各种调料尤其是食盐,1764471913,74096925,0.9871714283019581,0.9743428566039163,29407865
BV1f4ScB4Efz,此盐场面积相当于0.0016个通辽,1764504109,3493143118874894,0.4877987430309171,-0.024402513938165837,29408401
BV1f4ScB4Efz,海信在rgbminiled技术这方面看起来确实是领先了，不然不至于到现在大半年了，能拿出量产机的还是没几个,1764645039,14226409,0.6429847558523882,0.28596951170477647,29410750
BV1f4ScB4Efz,年初想买rgb电视但是预算不够，到年底新机出了一看预算又准备多了[喜极而泣][喜极而泣],1764473086,1028434204,0.4180205235374558,-0.16395895292508844,29407884
BV1f4ScB4Efz,大法说明年要出rgb电视，价格懂的都懂我就不说了，众所周知明年12月也是明年,1764472056,8956133,0.97832310107371,0.95664620214742,29407867
BV1f4ScB4Efz,前两天好像看到过这电视的评测，说是效果看着和oled基本没差了,1764581924,1572137241,0.7772908693162622,0.5545817386325245,29409698
BV1f4ScB4Efz,为啥海信能第一个量产rgbminiled电视啊？,1764651965,3546912540067869,0.018144981083787703,-0.9637100378324246,29410866
BV1f4ScB4Efz,你怎么知道我家在用海信的rgbminiled[doge_金箍][doge_金箍],1764471919,510661115,0.47154637033561264,-0.05690725932877472,29407865
BV1f4ScB4Efz,天天上班写湖盐的文案写吐了，没想到下班了也让我刷到个盐的热点,1764596767,629224286,0.6598391624645064,0.3196783249290127,29409946
BV1f4ScB4Efz,站在盐上面把盐弄脏了那位，这玩意儿本身就灭菌啊,1764471749,93791229,0.008837933429571954,-0.9823241331408561,29407862
BV1f4ScB4Efz,之前有个阿姨来我店里买盐，她看了一眼配料表，然后她选择不买，说里面有纳[笑哭],1764471674,3546625679034671,0.23001833641033542,-0.5399633271793292,29407861
BV1f4ScB4Efz,"感谢Tim带我们用镜头领略了盐田真实的色彩，让它们得以在海信 E8S Pro上呈现。盐田的七彩是大自然用盐度、微生物和矿物质谱写的色彩史诗，它无需滤镜，本身就是一场色彩的直出，这种色彩的“直出”逻辑，与海信RGB-MiniLED的色彩科学不谋而合。盐田用千年演化出的色彩规则，教会我们何为真实的色彩，海信RGB-Mini LED则以三原色自发光芯片的色彩直出开创极限色准和大色域空间，忠实记录自然光影，不管是用于后期调色，还是杜比视界的影游体验，它的每一帧光色都值得信任。[星星眼]

（温馨提示：本条视频搭配海信E8S Pro观看更香哦）",1764471955,1265754039,0.999999999118006,0.9999999982360119,29407865
BV1f4ScB4Efz,哥们是真要上天啊‼️[哦呼][哦呼][哦呼],1764556599,14601486,0.6924557355937095,0.3849114711874191,29409276
BV1f4ScB4Efz,@海信 把电视给我,1764471743,18495864,0.7562530117683259,0.5125060235366519,29407862
BV1f4ScB4Efz,"“我吃的盐比你走过的路还多。”
具像化啊！",1764471757,100612942,0.87135596833921,0.7427119366784201,29407862
BV1f4ScB4Efz,这电视画面确实颜色是好，那个盐田五光十色的,1764644109,1906843088,0.6821301629382112,0.3642603258764223,29410735
BV1f4ScB4Efz,海信的电视确实挺好用的，我家之前买过两台，好多年了吧，还坚挺着,1764471936,6257598,0.8654603436519658,0.7309206873039316,29407865
BV1f4ScB4Efz,这个rgbminiled是不是新技术啊,1764657252,677787634,0.3955967208842005,-0.208806558231599,29410954
BV1f4ScB4Efz,海信也是出息了，能和影视飓风合作了[汤圆],1764472333,13790124,0.0030460424953629994,-0.993907915009274,29407872
BV1f4ScB4Efz,这个rgbminiled应该是目前最有前景的显示技术了，相对的oled成本高良品率低，qd技术效果又不理想,1764593453,607636830,0.023374300105890033,-0.9532513997882199,29409890
BV1f4ScB4Efz,食盐其实是很重要的战略物资，我们普通人感受不到还是因为所有相关的工业、产业链条程序过于强悍和完整，不知道你们还记不记得，去年鱿鱼封锁加沙除了不让援助食物进去外就是禁止各种调料尤其是食盐,1764471913,74096925,0.9871714283019581,0.9743428566039163,29407865
BV1f4ScB4Efz,此盐场面积相当于0.0016个通辽,1764504109,3493143118874894,0.4877987430309171,-0.024402513938165837,29408401
BV1f4ScB4Efz,海信在rgbminiled技术这方面看起来确实是领先了，不然不至于到现在大半年了，能拿出量产机的还是没几个,1764645039,14226409,0.6429847558523882,0.28596951170477647,29410750
BV1f4ScB4Efz,年初想买rgb电视但是预算不够，到年底新机出了一看预算又准备多了[喜极而泣][喜极而泣],1764473086,1028434204,0.4180205235374558,-0.16395895292508844,29407884
BV1f4ScB4Efz,大法说明年要出rgb电视，价格懂的都懂我就不说了，众所周知明年12月也是明年,1764472056,8956133,0.97832310107371,0.95664620214742,29407867
BV1f4ScB4Efz,前两天好像看到过这电视的评测，说是效果看着和oled基本没差了,1764581924,1572137241,0.7772908693162622,0.5545817386325245,29409698
BV1f4ScB4Efz,为啥海信能第一个量产rgbminiled电视啊？,1764651965,3546912540067869,0.018144981083787703,-0.9637100378324246,29410866
BV1f4ScB4Efz,你怎么知道我家在用海信的rgbminiled[doge_金箍][doge_金箍],1764471919,510661115,0.47154637033561264,-0.05690725932877472,29407865
BV1f4ScB4Efz,天天上班写湖盐的文案写吐了，没想到下班了也让我刷到个盐的热点,1764596767,629224286,0.6598391624645064,0.3196783249290127,29409946
BV1f4ScB4Efz,站在盐上面把盐弄脏了那位，这玩意儿本身就灭菌啊,1764471749,93791229,0.008837933429571954,-0.9823241331408561,29407862
BV1f4ScB4Efz,之前有个阿姨来我店里买盐，她看了一眼配料表，然后她选择不买，说里面有纳[笑哭],1764471674,3546625679034671,0.23001833641033542,-0.5399633271793292,29407861
BV1f4ScB4Efz,"感谢Tim带我们用镜头领略了盐田真实的色彩，让它们得以在海信 E8S Pro上呈现。盐田的七彩是大自然用盐度、微生物和矿物质谱写的色彩史诗，它无需滤镜，本身就是一场色彩的直出，这种色彩的“直出”逻辑，与海信RGB-MiniLED的色彩科学不谋而合。盐田用千年演化出的色彩规则，教会我们何为真实的色彩，海信RGB-Mini LED则以三原色自发光芯片的色彩直出开创极限色准和大色域空间，忠实记录自然光影，不管是用于后期调色，还是杜比视界的影游体验，它的每一帧光色都值得信任。[星星眼]

（温馨提示：本条视频搭配海信E8S Pro观看更香哦）",1764471955,1265754039,0.999999999118006,0.9999999982360119,29407865
BV1f4ScB4Efz,哥们是真要上天啊‼️[哦呼][哦呼][哦呼],1764556599,14601486,0.6924557355937095,0.3849114711874191,29409276
BV1f4ScB4Efz,@海信 把电视给我,1764471743,18495864,0.7562530117683259,0.5125060235366519,29407862
BV1f4ScB4Efz,"“我吃的盐比你走过的路还多。”
具像化啊！",1764471757,100612942,0.87135596833921,0.7427119366784201,29407862
BV1f4ScB4Efz,这电视画面确实颜色是好，那个盐田五光十色的,1764644109,1906843088,0.6821301629382112,0.3642603258764223,29410735
BV1f4ScB4Efz,海信的电视确实挺好用的，我家之前买过两台，好多年了吧，还坚挺着,1764471936,6257598,0.8654603436519658,0.7309206873039316,29407865
BV1f4ScB4Efz,这个rgbminiled是不是新技术啊,1764657252,677787634,0.3955967208842005,-0.208806558231599,29410954
BV1f4ScB4Efz,海信也是出息了，能和影视飓风合作了[汤圆],1764472333,13790124,0.0030460424953629994,-0.993907915009274,29407872
BV1f4ScB4Efz,这个rgbminiled应该是目前最有前景的显示技术了，相对的oled成本高良品率低，qd技术效果又不理想,1764593453,607636830,0.023374300105890033,-0.9532513997882199,29409890
BV1f4ScB4Efz,食盐其实是很重要的战略物资，我们普通人感受不到还是因为所有相关的工业、产业链条程序过于强悍和完整，不知道你们还记不记得，去年鱿鱼封锁加沙除了不让援助食物进去外就是禁止各种调料尤其是食盐,1764471913,74096925,0.9871714283019581,0.9743428566039163,29407865
BV1f4ScB4Efz,此盐场面积相当于0.0016个通辽,1764504109,3493143118874894,0.4877987430309171,-0.024402513938165837,29408401
BV1f4ScB4Efz,海信在rgbminiled技术这方面看起来确实是领先了，不然不至于到现在大半年了，能拿出量产机的还是没几个,1764645039,14226409,0.6429847558523882,0.28596951170477647,29410750
BV1f4ScB4Efz,年初想买rgb电视但是预算不够，到年底新机出了一看预算又准备多了[喜极而泣][喜极而泣],1764473086,1028434204,0.4180205235374558,-0.16395895292508844,29407884
BV1f4ScB4Efz,大法说明年要出rgb电视，价格懂的都懂我就不说了，众所周知明年12月也是明年,1764472056,8956133,0.97832310107371,0.95664620214742,29407867
BV1f4ScB4Efz,前两天好像看到过这电视的评测，说是效果看着和oled基本没差了,1764581924,1572137241,0.7772908693162622,0.5545817386325245,29409698
BV1f4ScB4Efz,为啥海信能第一个量产rgbminiled电视啊？,1764651965,3546912540067869,0.018144981083787703,-0.9637100378324246,29410866
BV1f4ScB4Efz,你怎么知道我家在用海信的rgbminiled[doge_金箍][doge_金箍],1764471919,510661115,0.47154637033561264,-0.05690725932877472,29407865
BV1f4ScB4Efz,天天上班写湖盐的文案写吐了，没想到下班了也让我刷到个盐的热点,1764596767,629224286,0.6598391624645064,0.3196783249290127,29409946
BV1f4ScB4Efz,站在盐上面把盐弄脏了那位，这玩意儿本身就灭菌啊,1764471749,93791229,0.008837933429571954,-0.9823241331408561,29407862
BV1f4ScB4Efz,之前有个阿姨来我店里买盐，她看了一眼配料表，然后她选择不买，说里面有纳[笑哭],1764471674,3546625679034671,0.23001833641033542,-0.5399633271793292,29407861
BV1f4ScB4Efz,"感谢Tim带我们用镜头领略了盐田真实的色彩，让它们得以在海信 E8S Pro上呈现。盐田的七彩是大自然用盐度、微生物和矿物质谱写的色彩史诗，它无需滤镜，本身就是一场色彩的直出，这种色彩的“直出”逻辑，与海信RGB-MiniLED的色彩科学不谋而合。盐田用千年演化出的色彩规则，教会我们何为真实的色彩，海信RGB-Mini LED则以三原色自发光芯片的色彩直出开创极限色准和大色域空间，忠实记录自然光影，不管是用于后期调色，还是杜比视界的影游体验，它的每一帧光色都值得信任。[星星眼]

（温馨提示：本条视频搭配海信E8S Pro观看更香哦）",1764471955,1265754039,0.999999999118006,0.9999999982360119,29407865
BV1f4ScB4Efz,哥们是真要上天啊‼️[哦呼][哦呼][哦呼],1764556599,14601486,0.6924557355937095,0.3849114711874191,29409276
BV1f4ScB4Efz,@海信 把电视给我,1764471743,18495864,0.7562530117683259,0.5125060235366519,29407862
BV1f4ScB4Efz,"“我吃的盐比你走过的路还多。”
具像化啊！",1764471757,100612942,0.87135596833921,0.7427119366784201,29407862
BV1f4ScB4Efz,这电视画面确实颜色是好，那个盐田五光十色的,1764644109,1906843088,0.6821301629382112,0.3642603258764223,29410735
BV1f4ScB4Efz,海信的电视确实挺好用的，我家之前买过两台，好多年了吧，还坚挺着,1764471936,6257598,0.8654603436519658,0.7309206873039316,29407865
BV1f4ScB4Efz,这个rgbminiled是不是新技术啊,1764657252,677787634,0.3955967208842005,-0.208806558231599,29410954
BV1f4ScB4Efz,海信也是出息了，能和影视飓风合作了[汤圆],1764472333,13790124,0.0030460424953629994,-0.993907915009274,29407872
BV1f4ScB4Efz,这个rgbminiled应该是目前最有前景的显示技术了，相对的oled成本高良品率低，qd技术效果又不理想,1764593453,607636830,0.023374300105890033,-0.9532513997882199,29409890
BV1f4ScB4Efz,食盐其实是很重要的战略物资，我们普通人感受不到还是因为所有相关的工业、产业链条程序过于强悍和完整，不知道你们还记不记得，去年鱿鱼封锁加沙除了不让援助食物进去外就是禁止各种调料尤其是食盐,1764471913,74096925,0.9871714283019581,0.9743428566039163,29407865
BV1f4ScB4Efz,此盐场面积相当于0.0016个通辽,1764504109,3493143118874894,0.4877987430309171,-0.024402513938165837,29408401
BV1f4ScB4Efz,海信在rgbminiled技术这方面看起来确实是领先了，不然不至于到现在大半年了，能拿出量产机的还是没几个,1764645039,14226409,0.6429847558523882,0.28596951170477647,29410750
BV1f4ScB4Efz,年初想买rgb电视但是预算不够，到年底新机出了一看预算又准备多了[喜极而泣][喜极而泣],1764473086,1028434204,0.4180205235374558,-0.16395895292508844,29407884
BV1f4ScB4Efz,大法说明年要出rgb电视，价格懂的都懂我就不说了，众所周知明年12月也是明年,1764472056,8956133,0.97832310107371,0.95664620214742,29407867
BV1f4ScB4Efz,前两天好像看到过这电视的评测，说是效果看着和oled基本没差了,1764581924,1572137241,0.7772908693162622,0.5545817386325245,29409698
BV1f4ScB4Efz,为啥海信能第一个量产rgbminiled电视啊？,1764651965,3546912540067869,0.018144981083787703,-0.9637100378324246,29410866
BV1f4ScB4Efz,你怎么知道我家在用海信的rgbminiled[doge_金箍][doge_金箍],1764471919,510661115,0.47154637033561264,-0.05690725932877472,29407865
BV1f4ScB4Efz,天天上班写湖盐的文案写吐了，没想到下班了也让我刷到个盐的热点,1764596767,629224286,0.6598391624645064,0.3196783249290127,29409946
BV1f4ScB4Efz,站在盐上面把盐弄脏了那位，这玩意儿本身就灭菌啊,1764471749,93791229,0.008837933429571954,-0.9823241331408561,29407862
BV1f4ScB4Efz,之前有个阿姨来我店里买盐，她看了一眼配料表，然后她选择不买，说里面有纳[笑哭],1764471674,3546625679034671,0.23001833641033542,-0.5399633271793292,29407861
BV1f4ScB4Efz,"感谢Tim带我们用镜头领略了盐田真实的色彩，让它们得以在海信 E8S Pro上呈现。盐田的七彩是大自然用盐度、微生物和矿物质谱写的色彩史诗，它无需滤镜，本身就是一场色彩的直出，这种色彩的“直出”逻辑，与海信RGB-MiniLED的色彩科学不谋而合。盐田用千年演化出的色彩规则，教会我们何为真实的色彩，海信RGB-Mini LED则以三原色自发光芯片的色彩直出开创极限色准和大色域空间，忠实记录自然光影，不管是用于后期调色，还是杜比视界的影游体验，它的每一帧光色都值得信任。[星星眼]

（温馨提示：本条视频搭配海信E8S Pro观看更香哦）",1764471955,1265754039,0.999999999118006,0.9999999982360119,29407865
BV1f4ScB4Efz,哥们是真要上天啊‼️[哦呼][哦呼][哦呼],1764556599,14601486,0.6924557355937095,0.3849114711874191,29409276
BV1f4ScB4Efz,@海信 把电视给我,1764471743,18495864,0.7562530117683259,0.5125060235366519,29407862
BV1f4ScB4Efz,"“我吃的盐比你走过的路还多。”
具像化啊！",1764471757,100612942,0.87135596833921,0.7427119366784201,29407862
BV1f4ScB4Efz,这电视画面确实颜色是好，那个盐田五光十色的,1764644109,1906843088,0.6821301629382112,0.3642603258764223,29410735
BV1f4ScB4Efz,海信的电视确实挺好用的，我家之前买过两台，好多年了吧，还坚挺着,1764471936,6257598,0.8654603436519658,0.7309206873039316,29407865
